reviewText,overall,summary,asin,reviewerID,sentiment_label,review_word_count,review_char_count,full_text,vader_prediction,vader_compound,textblob_prediction,textblob_polarity
"Horrible QC! 30RPM gear motor arrived DOA, Not functioning at all. 0 Ohms across terminals! I would not recommend to anyone since they obviously do not test. Product was packed well, so it was not shipping damage.",1.0,"Horrible QC! 30RPM gear motor arrived DOA, Not functioning at all",B00DCAIU3Y,A2RCSREBNKS30F,Negative,37,213,"Horrible QC! 30RPM gear motor arrived DOA, Not functioning at all Horrible QC! 30RPM gear motor arrived DOA, Not functioning at all. 0 Ohms across terminals! I would not recommend to anyone since they obviously do not test. Product was packed well, so it was not shipping damage.",Negative,-0.9363,Negative,-0.6666666666666666
"I've only had this for a couple of days - consider this an initial review... The product looks very nice. The materials - glass and chrome plated pump - are solid feeling. The pump works. The capacity is actually quite large. Now, it just has to last. ========== Update March 1, 2016 Well, as noted in other reviews, it does look great, but the pump stopped working after pushing not more than 4 oz in total of soap. That's really too bad. You will notice more reviews that say the same thing. I would not order this again.",1.0,"Looked good, but the pump is shoddy.",B00XQ03EN6,A1Y2WMB7RPLWAO,Negative,98,523,"Looked good, but the pump is shoddy. I've only had this for a couple of days - consider this an initial review... The product looks very nice. The materials - glass and chrome plated pump - are solid feeling. The pump works. The capacity is actually quite large. Now, it just has to last. ========== Update March 1, 2016 Well, as noted in other reviews, it does look great, but the pump stopped working after pushing not more than 4 oz in total of soap. That's really too bad. You will notice more reviews that say the same thing. I would not order this again.",Positive,0.8598,Positive,0.10701680672268908
"Light sucks . . . Just use a regular inspection mirror and a small flashlight, it's hard to get the light and the mirror to line up to see exactly what you want to see. It's just awkward. Sorry Ullman, nice try though.",2.0,FAIL,B0015YJK9C,AZ0GPIP1UFAGS,Negative,43,218,"FAIL Light sucks . . . Just use a regular inspection mirror and a small flashlight, it's hard to get the light and the mirror to line up to see exactly what you want to see. It's just awkward. Sorry Ullman, nice try though.",Negative,-0.7125,Neutral,-0.07196969696969696
"Wat idiot thought of this packaging? I've been at it all day and STILL cannot get this blasted thing open. I'm sure the Super glue itself is find, it's the getting at it that I am far from impressed with... I guess I'll grab the crowbar from the garage and try again. You think I'm kidding, I'm NOT!",1.0,Good 'ol Superglue packaging first class all the way ......,B000LGPD64,A3W152L0OZZER6,Negative,58,299,"Good 'ol Superglue packaging first class all the way ...... Wat idiot thought of this packaging? I've been at it all day and STILL cannot get this blasted thing open. I'm sure the Super glue itself is find, it's the getting at it that I am far from impressed with... I guess I'll grab the crowbar from the garage and try again. You think I'm kidding, I'm NOT!",Positive,0.8622,Positive,0.16481481481481483
"This grabber by VIVE Health is well made and light weight. So why don't I like it? To start, I didn't think about how much use I would have for it before I made the purchase. All my higher up things are too big for me to bring them down with any grabber. The only use I can find to use it right away is the ceiling lights in my kitchenette. They are of the modern little non-tungsten bulbs of an odd shape. Alas, the grabber couldn't get a hold on them. I'm keeping the grabber anyway. Some day I might need it.",2.0,SOME DAY MAYBE,B00O47ILVA,A11KZ906QD08C5,Negative,103,511,"SOME DAY MAYBE This grabber by VIVE Health is well made and light weight. So why don't I like it? To start, I didn't think about how much use I would have for it before I made the purchase. All my higher up things are too big for me to bring them down with any grabber. The only use I can find to use it right away is the ceiling lights in my kitchenette. They are of the modern little non-tungsten bulbs of an odd shape. Alas, the grabber couldn't get a hold on them. I'm keeping the grabber anyway. Some day I might need it.",Negative,-0.5283,Neutral,0.03872655122655123
This is a flimsy reel holder you will need to superglue the ends where the knobs screw into the bar. Mine kept on falling out and it was a real pain. After supergluing the ends into the bar it works much better. I guess I could have spent more to get a better product.,2.0,You get what you pay for,B00RC0MASG,A1WYJMGFZI8ZP0,Negative,54,268,You get what you pay for This is a flimsy reel holder you will need to superglue the ends where the knobs screw into the bar. Mine kept on falling out and it was a real pain. After supergluing the ends into the bar it works much better. I guess I could have spent more to get a better product.,Neutral,0.0258,Positive,0.32
"Very glitchy unit, bad firmware. Totally not worth the price. Will be shopping for another brand.",1.0,Glitchy and failed within 2 weeks,B01C89OZPG,A30DF71BED07GG,Negative,16,97,"Glitchy and failed within 2 weeks Very glitchy unit, bad firmware. Totally not worth the price. Will be shopping for another brand.",Negative,-0.8405,Negative,-0.2874999999999999
"Purchased as a spare part, failed after first use. Works briefly if you tap on it... makes sparks. This is one of those projects that takes an hour the first time, but is a snap from then on. I have done it about 5 times and have it down to about 10 minutes. You may have to cut off an existing plastic connector and use the included high-temperature wire nuts. Our oven sees daily use and we have to replace this part every 12-18 months. I keep a spare on hand because it is, by far, the weak link in the design. If anything goes wrong with the oven, failure to light, smelling gas at startup, I change out this part first. Note, just because it is glowing does not mean it is working. The gas valve will only open if the element draws a very specific amount of electrical current, and the element can be slightly high or low and the valve will not open, even though it seems to be glowing properly.",1.0,"Easy DIY Project, buy a spare, but not this one!",B001DPQN70,A3C0DGHATPIAM1,Negative,174,900,"Easy DIY Project, buy a spare, but not this one! Purchased as a spare part, failed after first use. Works briefly if you tap on it... makes sparks. This is one of those projects that takes an hour the first time, but is a snap from then on. I have done it about 5 times and have it down to about 10 minutes. You may have to cut off an existing plastic connector and use the included high-temperature wire nuts. Our oven sees daily use and we have to replace this part every 12-18 months. I keep a spare on hand because it is, by far, the weak link in the design. If anything goes wrong with the oven, failure to light, smelling gas at startup, I change out this part first. Note, just because it is glowing does not mean it is working. The gas valve will only open if the element draws a very specific amount of electrical current, and the element can be slightly high or low and the valve will not open, even though it seems to be glowing properly.",Negative,-0.9628,Neutral,0.01184974747474748
Not as strong as advertised,3.0,Decent,B00B28Z2AC,A35CC9NJHFC5DE,Neutral,5,27,Decent Not as strong as advertised,Negative,-0.4023,Positive,0.3
Like others have said the pressure markings are for decoration and have no basis in reality. This must be used with a pressure gage if you want to ensure accuracy.,3.0,Works well for my homebrew spunding valve but isn't accurate.,B007GDY3CU,A5SRJXCOQA2U7,Neutral,30,163,Works well for my homebrew spunding valve but isn't accurate. Like others have said the pressure markings are for decoration and have no basis in reality. This must be used with a pressure gage if you want to ensure accuracy.,Negative,-0.6873,Positive,0.4000000000000001
"Found that a couple months after I put these into my vehicle they had loosened and were no longer tight. BE AWARE! They screw tight initially, but you may want to check them later to make sure they stay tight!",3.0,Found that a couple months after I put these into ...,B006IOZ2TG,AF8HFJ5DLSAXH,Neutral,40,209,"Found that a couple months after I put these into ... Found that a couple months after I put these into my vehicle they had loosened and were no longer tight. BE AWARE! They screw tight initially, but you may want to check them later to make sure they stay tight!",Positive,0.4912,Neutral,0.033163265306122444
